planner,configuration,heuristic,search,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,peak_group_rss_kb,limit_reason,plan_length,expanded_nodes,metric_value,objective_value,validation,plan_path,case_directory,factor_a,factor_b,source_instance
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.201002,15616,592,,40,2103,197,197,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-tight,loose,tight,p003
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-loose,solved,true,0,2.208778,65884,65884,,43,134220,232,232,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose,tight,loose,p003
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.602572,28824,28824,,61,30931,310,310,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight,tight,tight,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.402268,123760,88712,,35,1641,156.0,156,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.802852,238744,199820,,32,11116,136.0,136,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,11.845522,1172484,1102544,,37,421808,169.0,169,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p003
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,16.860523,1409104,1389048,,38,613324,184.0,184,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.401716,128476,89028,,37,642,176.0,176,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.602427,150880,150880,,39,1783,206.0,206,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,1.405031,420380,412508,,41,20486,206.0,206,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p003
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,2.007258,446632,439944,,47,39363,274.0,274,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.201192,3584,916,,47,,,253,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-loose,loose,loose,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.200943,3584,604,,51,,,299,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-tight,loose,tight,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.201040,3712,1048,,70,,,452,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-loose,tight,loose,p003
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.201065,4224,736,,86,,,566,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-tight,tight,tight,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.602471,30588,30588,,31,8081,121,121,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,2.007988,70372,70372,,32,53020,136,136,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,41.359473,1062452,1062452,,37,1177378,169,169,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p003
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,46.775622,1197572,1197572,,38,1815848,184,184,valid,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p003-20260919-191426-639268/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p003
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,17.870188,129984,129984,,81,131514,1095,1095,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p004
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.602654,35360,35360,,59,1824,666,666,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p004
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.803619,35960,35960,,69,3206,995,995,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p004
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.602664,36220,36220,,67,1541,928,928,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/count-downward-agile/h-irhff__s-alias/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,3.413004,1295864,1273480,,63,392,228.0,228,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,6.022375,1165696,1165672,,54,1245,208.0,208,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,3.213247,1107228,1088624,,66,433,240.0,240,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,4.015335,1897052,1795056,,57,815,196.0,196,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hadd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,3.212163,1121348,1101512,,63,392,228.0,228,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,6.022422,1215096,1215096,,54,1245,208.0,208,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,3.414679,1102020,1086928,,66,433,240.0,240,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,3.814268,1198484,1176712,,57,815,196.0,196,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/enhsp/h-hradd__s-wastar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.201033,10624,796,,50,,,710,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,0.200915,10624,924,,50,,,710,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.201322,10496,796,,55,,,766,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.201027,10496,924,,55,,,774,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p004
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-loose,solved,true,0,0.803335,36172,36172,,63,365,228,228,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-loose,loose,loose,p004
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-loose__budget-tight,solved,true,0,1.004177,34760,34760,,62,551,240,240,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-loose__budget-tight,loose,tight,p004
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-loose,solved,true,0,0.803231,36080,36080,,64,458,238,238,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-loose,tight,loose,p004
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_logistics,logistics__fuel-tight__budget-tight,solved,true,0,0.803095,35720,35720,,58,581,207,207,valid,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-191158-193347/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_logistics/logistics__fuel-tight__budget-tight,tight,tight,p004
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.201066,15872,404,,40,1753,147,147,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-loose,loose,loose,p004
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.201034,16000,1188,,51,590,244,244,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-loose__battery-tight,loose,tight,p004
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.401782,23648,23648,,52,14726,252,252,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-loose,tight,loose,p004
count-downward-agile,h-irhff__s-alias,irhff,alias,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.201013,15872,916,,67,2483,386,386,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/count-downward-agile/h-irhff__s-alias/controlled_watering/watering__water-tight__battery-tight,tight,tight,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,1.004896,236108,216580,,43,6570,172.0,172,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,1.406304,437548,428852,,43,19556,187.0,187,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-loose,timeout,true,timeout,60.028151,2801568,2801568,timeout,,1010221,,,not-run,,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p004
enhsp,h-hadd__s-wastar,hadd,WAStar,controlled_watering,watering__water-tight__battery-tight,timeout,true,timeout,60.032202,2636020,2636020,timeout,,1407179,,,not-run,,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hadd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.602458,156976,134572,,50,1805,246.0,246,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.602782,148160,141624,,52,1576,281.0,281,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.803572,168000,136496,,56,4051,296.0,296,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-loose,tight,loose,p004
enhsp,h-hradd__s-wastar,hradd,WAStar,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.803864,200884,193472,,58,5435,339.0,339,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/enhsp/h-hradd__s-wastar/controlled_watering/watering__water-tight__battery-tight,tight,tight,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-loose__battery-loose,solved,true,0,0.201348,3324,736,,58,,,309,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-loose,loose,loose,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-loose__battery-tight,solved,true,0,0.201042,4224,596,,49,,,244,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-loose__battery-tight,loose,tight,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-tight__battery-loose,solved,true,0,0.200962,3456,604,,60,,,325,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-loose,tight,loose,p004
metric-ff-cross-v1,h-numeric-hff__s-default,numeric-hff,default,controlled_watering,watering__water-tight__battery-tight,solved,true,0,0.201257,3456,1060,,79,,,539,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/metric-ff-cross-v1/h-numeric-hff__s-default/controlled_watering/watering__water-tight__battery-tight,tight,tight,p004
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-loose,solved,true,0,44.167357,1099420,1099420,,40,613818,137,137,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-loose,loose,loose,p004
numeric-fast-downward-local,h-irhadd__s-astar,irhadd,astar,controlled_watering,watering__water-loose__battery-tight,solved,true,0,28.909915,769848,769848,,43,671753,187,187,valid,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight/plan.val,results/controlled-resource/matched-2x2-p004-20260919-190431-460983/cases/numeric-fast-downward-local/h-irhadd__s-astar/controlled_watering/watering__water-loose__battery-tight,loose,tight,p004
